"utilization_type","state","ndc","labeler_code","product_code","package_size","year","quarter","suppression_used","product_name","units_reimbursed","number_of_prescriptions","total_amount_reimbursed","medicaid_amount_reimbursed","non_medicaid_amount_reimbursed"
"MCOU","XX","00169633910",169,6339,"10",2012,3,FALSE,"NOVOLOG FL",908128.883,52527,15467664.23,15290647.33,177016.9
"FFSU","XX","00169706515",169,7065,"15",2012,3,FALSE,"GLUCAGEN",5650.001,4372,761864.26,726403.89,35460.37
"MCOU","XX","00169706515",169,7065,"15",2012,3,FALSE,"GLUCAGEN",1477,1137,211298.51,189439.42,21859.09
"FFSU","XX","00169750111",169,7501,"11",2012,3,FALSE,"NOVOLOG 10",1134990.954,64166,15035754.93,14126628.01,909126.92
"MCOU","XX","00169750111",169,7501,"11",2012,3,FALSE,"NOVOLOG 10",1384511.196,76750,17709775.74,17240401.19,469374.55
"FFSU","XX","55390000401",55390,4,"01",2012,3,FALSE,"GLUCAGEN G",1603,1287,163966.84,155558.59,8408.25
"MCOU","XX","55390000401",55390,4,"01",2012,3,FALSE,"GLUCAGEN G",664,411,84591.51,77774.27,6817.24
"FFSU","XX","55390000410",55390,4,"10",2012,3,FALSE,"GLUCAGEN G",197,149,34726.05,23675.65,11050.4
"MCOU","XX","55390000410",55390,4,"10",2012,3,FALSE,"GLUCAGEN G",117,54,13635.21,13193.09,442.12
"FFSU","XX","00002751001",2,7510,"01",2012,2,FALSE,"HUMALOG",1624403.004,88994,20849647.7,19945372.78,904274.92
"MCOU","XX","00002751001",2,7510,"01",2012,2,FALSE,"HUMALOG",999091.552,56725,12561276.98,12125025.51,436251.47
"FFSU","XX","00002751017",2,7510,"17",2012,2,FALSE,"HUMALOG",12925.443,3852,164288.39,159111.9,5176.49
"MCOU","XX","00002751017",2,7510,"17",2012,2,FALSE,"HUMALOG",2327.65,355,57065.22,54740.95,2324.27
"FFSU","XX","00002751101",2,7511,"01",2012,2,FALSE,"HUMALOG MI",200455.8,8677,2579161.85,2539413.95,39747.9
"MCOU","XX","00002751101",2,7511,"01",2012,2,FALSE,"HUMALOG MI",164316.8,7575,2083583.81,2067304.06,16279.75
"FFSU","XX","00002751201",2,7512,"01",2012,2,FALSE,"HUMALOG MI",26954.1,879,346709.86,341059.61,5650.25
"MCOU","XX","00002751201",2,7512,"01",2012,2,FALSE,"HUMALOG MI",21320,730,266495.6,263402.69,3092.91
"FFSU","XX","00002751659",2,7516,"59",2012,2,FALSE,"HUMALOG",67010,4214,1126855.31,1047980.78,78874.53
"MCOU","XX","00002751659",2,7516,"59",2012,2,FALSE,"HUMALOG",20998.4,1264,328364.89,307443.44,20921.45
"FFSU","XX","00002803101",2,8031,"01",2012,2,FALSE,"GLUCAGON",20524.001,13799,2776794.67,2600047.84,176746.83
"MCOU","XX","00002803101",2,8031,"01",2012,2,FALSE,"GLUCAGON",16494.112,10775,2148261.99,2043948.1,104313.89
"MCOU","XX","00002872501",2,8725,"01",2012,2,FALSE,"HUMALOG PE",171,12,2429.82,2429.82,0
"FFSU","XX","00002872559",2,8725,"59",2012,2,FALSE,"HUMALOG PE",1629.1,91,22476.31,22453.51,22.8
"MCOU","XX","00002872559",2,8725,"59",2012,2,FALSE,"HUMALOG PE",1656,101,23022.02,22808.18,213.84
"FFSU","XX","00002879459",2,8794,"59",2012,2,FALSE,"HUMALOG MI",2064,82,29514.18,28270.13,1244.05
"MCOU","XX","00002879459",2,8794,"59",2012,2,FALSE,"HUMALOG MI",1386,72,18659.4,18443.35,216.05
"FFSU","XX","00002879701",2,8797,"01",2012,2,FALSE,"HUMALOG MI",405,27,6360.23,6357.23,3
"MCOU","XX","00002879701",2,8797,"01",2012,2,FALSE,"HUMALOG MI",627,38,10461.01,10226.16,234.85
"FFSU","XX","00002879759",2,8797,"59",2012,2,FALSE,"HUMALOG MI",164150,7265,2722659.39,2660746.75,61912.64
"MCOU","XX","00002879759",2,8797,"59",2012,2,FALSE,"HUMALOG MI",152520,7288,2510482.28,2468819.47,41662.81
"FFSU","XX","00002879801",2,8798,"01",2012,2,FALSE,"HUMALOG MI",213,11,3507.87,3507.87,0
"FFSU","XX","00002879859",2,8798,"59",2012,2,FALSE,"HUMALOG MI",20874,773,344111.96,339796.59,4315.37
"MCOU","XX","00002879859",2,8798,"59",2012,2,FALSE,"HUMALOG MI",30297,1240,492385.31,487248.63,5136.68
"FFSU","XX","00002879901",2,8799,"01",2012,2,FALSE,"HUMALOG KW",813.05,101,18076.24,14571.56,3504.68
"MCOU","XX","00002879901",2,8799,"01",2012,2,FALSE,"HUMALOG KW",420,30,7149.23,7149.23,0
"FFSU","XX","00002879959",2,8799,"59",2012,2,FALSE,"HUMALOG KW",776501.961,42086,13161539.87,12479978.36,681561.51
"MCOU","XX","00002879959",2,8799,"59",2012,2,FALSE,"HUMALOG KW",527688.202,29922,8616786.02,8411966.92,204819.1
"FFSU","XX","00169330312",169,3303,"12",2012,2,FALSE,"NOVOLOG PE",51110.05,2994,826035.97,768994.43,57041.54
"MCOU","XX","00169330312",169,3303,"12",2012,2,FALSE,"NOVOLOG PE",38025.2,2253,641534.27,614259.83,27274.44
"FFSU","XX","00169368512",169,3685,"12",2012,2,FALSE,"NOVOLOG MI",233699.85,10885,3005469.01,2969176.91,36292.1
"MCOU","XX","00169368512",169,3685,"12",2012,2,FALSE,"NOVOLOG MI",372357.99,17120,4800515.6,4746089.62,54425.98
"FFSU","XX","00169369619",169,3696,"19",2012,2,FALSE,"NOVOLOG MI",240790.2,10480,3956515.4,3864037.89,92477.51
"MCOU","XX","00169369619",169,3696,"19",2012,2,FALSE,"NOVOLOG MI",340464.002,15805,5539299.95,5449542.2,89757.75
"FFSU","XX","00169633910",169,6339,"10",2012,2,FALSE,"NOVOLOG FL",831316.271,45895,13698578.5,13181290.94,517287.56
"MCOU","XX","00169633910",169,6339,"10",2012,2,FALSE,"NOVOLOG FL",881074.081,48900,14222673.08,13942264.54,280408.54
"FFSU","XX","00169706515",169,7065,"15",2012,2,FALSE,"GLUCAGEN",4596.001,3674,614224.41,593607.33,20617.08
"MCOU","XX","00169706515",169,7065,"15",2012,2,FALSE,"GLUCAGEN",1096,829,212724.11,207029.55,5694.56
"FFSU","XX","00169750111",169,7501,"11",2012,2,FALSE,"NOVOLOG 10",1149899.541,65106,14630007.57,13693511.08,936496.49
"MCOU","XX","00169750111",169,7501,"11",2012,2,FALSE,"NOVOLOG 10",1394628.724,73681,17462197.65,17014627.35,447570.3
"FFSU","XX","55390000401",55390,4,"01",2012,2,FALSE,"GLUCAGEN G",1261,1106,137837.34,134618.52,3218.82
"MCOU","XX","55390000401",55390,4,"01",2012,2,FALSE,"GLUCAGEN G",357,300,33001.26,30530.54,2470.72
"FFSU","XX","55390000410",55390,4,"10",2012,2,FALSE,"GLUCAGEN G",216.5,185,26507.97,26228.22,279.75
"MCOU","XX","55390000410",55390,4,"10",2012,2,FALSE,"GLUCAGEN G",47.001,42,4665.94,4312.33,353.61
"FFSU","XX","00002751001",2,7510,"01",2012,1,FALSE,"HUMALOG",1833290.552,103249,24349128.56,23400801.32,948327.24
"MCOU","XX","00002751001",2,7510,"01",2012,1,FALSE,"HUMALOG",751426.852,43686,9385119.24,9178919.46,206199.78
"FFSU","XX","00002751017",2,7510,"17",2012,1,FALSE,"HUMALOG",12241.14,3307,158469.24,153970.98,4498.26
"MCOU","XX","00002751017",2,7510,"17",2012,1,FALSE,"HUMALOG",1497.011,302,64234.04,64125.3,108.74
"FFSU","XX","00002751101",2,7511,"01",2012,1,FALSE,"HUMALOG MI",240110.45,10631,3165128.29,3130153.22,34975.07
"MCOU","XX","00002751101",2,7511,"01",2012,1,FALSE,"HUMALOG MI",164565.4,6137,1691238.53,1680657.33,10581.2
"FFSU","XX","00002751201",2,7512,"01",2012,1,FALSE,"HUMALOG MI",34516,1112,452147.86,446697.95,5449.91
"MCOU","XX","00002751201",2,7512,"01",2012,1,FALSE,"HUMALOG MI",17260,592,210466.57,207118.29,3348.28
"FFSU","XX","00002751659",2,7516,"59",2012,1,FALSE,"HUMALOG",71058.95,4629,1258425.01,1161024.81,97400.2
"MCOU","XX","00002751659",2,7516,"59",2012,1,FALSE,"HUMALOG",15156.9,880,239129.52,226328.28,12801.24
"FFSU","XX","00002803101",2,8031,"01",2012,1,FALSE,"GLUCAGON",22279.002,15418,3144291.52,2961850.18,182441.34
"MCOU","XX","00002803101",2,8031,"01",2012,1,FALSE,"GLUCAGON",12509,8301,1628725.02,1571930.59,56794.43
"FFSU","XX","00002872559",2,8725,"59",2012,1,FALSE,"HUMALOG PE",2532.15,161,38403.05,37588.11,814.94
"MCOU","XX","00002872559",2,8725,"59",2012,1,FALSE,"HUMALOG PE",2193.015,121,30187.99,30017.3,170.69
"FFSU","XX","00002879459",2,8794,"59",2012,1,FALSE,"HUMALOG MI",2685,124,40278.21,40209.69,68.52
"MCOU","XX","00002879459",2,8794,"59",2012,1,FALSE,"HUMALOG MI",1439.955,66,19414.1,19408.1,6
"FFSU","XX","00002879701",2,8797,"01",2012,1,FALSE,"HUMALOG MI",519,32,8742.54,8736.54,6
"MCOU","XX","00002879701",2,8797,"01",2012,1,FALSE,"HUMALOG MI",450,27,7364.36,7364.36,0
"FFSU","XX","00002879759",2,8797,"59",2012,1,FALSE,"HUMALOG MI",185208.5,8306,3137480.54,3077265.8,60214.74
"MCOU","XX","00002879759",2,8797,"59",2012,1,FALSE,"HUMALOG MI",101240.263,4957,1650539.04,1645402.6,5136.44
"FFSU","XX","00002879801",2,8798,"01",2012,1,FALSE,"HUMALOG MI",345,16,6169.88,6157.88,12
"FFSU","XX","00002879859",2,8798,"59",2012,1,FALSE,"HUMALOG MI",27159,884,446073.8,442082.09,3991.71
"MCOU","XX","00002879859",2,8798,"59",2012,1,FALSE,"HUMALOG MI",22627.232,943,350624.36,350122.42,501.94
"FFSU","XX","00002879901",2,8799,"01",2012,1,FALSE,"HUMALOG KW",574,50,9807.75,9322.91,484.84
"FFSU","XX","00002879959",2,8799,"59",2012,1,FALSE,"HUMALOG KW",832341.701,46055,14343229.05,13883761.98,459467.07
"MCOU","XX","00002879959",2,8799,"59",2012,1,FALSE,"HUMALOG KW",374355.064,21302,6050040.18,5972121.93,77918.25
"FFSU","XX","00169330312",169,3303,"12",2012,1,FALSE,"NOVOLOG PE",55730.95,3495,939964.49,870236.92,69727.57
"MCOU","XX","00169330312",169,3303,"12",2012,1,FALSE,"NOVOLOG PE",33531.835,1936,649002.73,631035.8,17966.93
"FFSU","XX","00169368512",169,3685,"12",2012,1,FALSE,"NOVOLOG MI",293888.552,12989,3898821.51,3857049.28,41772.23
"MCOU","XX","00169368512",169,3685,"12",2012,1,FALSE,"NOVOLOG MI",344793.21,15061,4237536.39,4224890.31,12646.08
"FFSU","XX","00169369619",169,3696,"19",2012,1,FALSE,"NOVOLOG MI",297272.45,12651,4975578.18,4879204.32,96373.86
"MCOU","XX","00169369619",169,3696,"19",2012,1,FALSE,"NOVOLOG MI",242863.135,12306,4125777.26,4112871.41,12905.85
"FFSU","XX","00169633910",169,6339,"10",2012,1,FALSE,"NOVOLOG FL",900763.03,49891,15389607.72,14902550.05,487057.67
"MCOU","XX","00169633910",169,6339,"10",2012,1,FALSE,"NOVOLOG FL",693661.328,39219,11226907.26,11123276.43,103630.83
"FFSU","XX","00169706515",169,7065,"15",2012,1,FALSE,"GLUCAGEN",4692.101,3757,629661.83,604065.07,25596.76
"MCOU","XX","00169706515",169,7065,"15",2012,1,FALSE,"GLUCAGEN",872,649,206653.7,202372.73,4280.97
"FFSU","XX","00169750111",169,7501,"11",2012,1,FALSE,"NOVOLOG 10",1356118.814,78047,17964834.44,16839022.42,1125812.02
"MCOU","XX","00169750111",169,7501,"11",2012,1,FALSE,"NOVOLOG 10",1197360.613,63472,15851592.24,15539700.84,311891.4
"FFSU","XX","55390000401",55390,4,"01",2012,1,FALSE,"GLUCAGEN G",1440,1257,150467,145787.45,4679.55
"MCOU","XX","55390000401",55390,4,"01",2012,1,FALSE,"GLUCAGEN G",348,284,46861.08,45313.83,1547.25
"FFSU","XX","55390000410",55390,4,"10",2012,1,FALSE,"GLUCAGEN G",382,167,31718.64,27080.33,4638.31
"MCOU","XX","55390000410",55390,4,"10",2012,1,FALSE,"GLUCAGEN G",28,26,2665.99,2382.67,283.32
"FFSU","XX","00002751001",2,7510,"01",2013,4,FALSE,"HUMALOG",1363129.21,74208,21313612.45,20643500.09,670112.36
"MCOU","XX","00002751001",2,7510,"01",2013,4,FALSE,"HUMALOG",1301621.18,74394,20112656.88,19454557.47,658099.41
"FFSU","XX","00002751017",2,7510,"17",2013,4,FALSE,"HUMALOG",18581.08,4892,276255.84,266932.76,9323.08
"MCOU","XX","00002751017",2,7510,"17",2013,4,FALSE,"HUMALOG",4558.07,1028,63002.75,61292.08,1710.67
"FFSU","XX","00002751101",2,7511,"01",2013,4,FALSE,"HUMALOG MI",136465.25,5864,2165629.88,2136839.04,28790.84
"MCOU","XX","00002751101",2,7511,"01",2013,4,FALSE,"HUMALOG MI",168815,8467,2674699.59,2669118.68,5580.91
"FFSU","XX","00002751201",2,7512,"01",2013,4,FALSE,"HUMALOG MI",18095,606,289568.7,285564.19,4004.51
"MCOU","XX","00002751201",2,7512,"01",2013,4,FALSE,"HUMALOG MI",23034,831,371871.4,369684.03,2187.37
"FFSU","XX","00002751659",2,7516,"59",2013,4,FALSE,"HUMALOG",82985.05,4807,1637135.25,1540791.83,96343.42
"MCOU","XX","00002751659",2,7516,"59",2013,4,FALSE,"HUMALOG",35141,2180,670294.37,622426.13,47868.24
"FFSU","XX","00002803101",2,8031,"01",2013,4,FALSE,"GLUCAGON",19597.5,12930,3064190.07,2905740.99,158449.08
"MCOU","XX","00002803101",2,8031,"01",2013,4,FALSE,"GLUCAGON",21548,13902,3250729.97,3063590.91,187139.06
"FFSU","XX","00002879701",2,8797,"01",2013,4,FALSE,"HUMALOG MI",1413,56,25797.19,23794.56,2002.63
"MCOU","XX","00002879701",2,8797,"01",2013,4,FALSE,"HUMALOG MI",3243,153,63749.73,63739.73,10
"FFSU","XX","00002879759",2,8797,"59",2013,4,FALSE,"HUMALOG MI",135371,5976,2731607.03,2667670.36,63936.67
"MCOU","XX","00002879759",2,8797,"59",2013,4,FALSE,"HUMALOG MI",171622.125,8551,3470066.72,3450331.54,19735.18
"FFSU","XX","00002879801",2,8798,"01",2013,4,FALSE,"HUMALOG MI",591,27,11978.84,11972.19,6.65
"MCOU","XX","00002879801",2,8798,"01",2013,4,FALSE,"HUMALOG MI",1845,80,35933.55,35927.55,6
"FFSU","XX","00002879859",2,8798,"59",2013,4,FALSE,"HUMALOG MI",15411,600,322697.92,317139.45,5558.47
"MCOU","XX","00002879859",2,8798,"59",2013,4,FALSE,"HUMALOG MI",29783.97,1237,598389.6,597702.58,687.02
"FFSU","XX","00002879901",2,8799,"01",2013,4,FALSE,"HUMALOG KW",1807.15,377,37106.55,36897.38,209.17
"MCOU","XX","00002879901",2,8799,"01",2013,4,FALSE,"HUMALOG KW",1055.6,87,21596.98,20791.71,805.27
"FFSU","XX","00002879959",2,8799,"59",2013,4,FALSE,"HUMALOG KW",811578.1,43391,16510652,16036571.55,474080.45
"MCOU","XX","00002879959",2,8799,"59",2013,4,FALSE,"HUMALOG KW",742593.536,43129,14844932.03,14562561.39,282370.64
"FFSU","XX","00169330312",169,3303,"12",2013,4,FALSE,"NOVOLOG PE",47879.1,2679,953203.09,886404.87,66798.22
"MCOU","XX","00169330312",169,3303,"12",2013,4,FALSE,"NOVOLOG PE",44308.985,2637,830298.02,789705.74,40592.28
"FFSU","XX","00169368512",169,3685,"12",2013,4,FALSE,"NOVOLOG MI",193938.461,9428,3243599.48,3196208.67,47390.81
"MCOU","XX","00169368512",169,3685,"12",2013,4,FALSE,"NOVOLOG MI",353339.95,16947,5725012.47,5708990.77,16021.7
"FFSU","XX","00169369619",169,3696,"19",2013,4,FALSE,"NOVOLOG MI",214175.05,9631,4435481.07,4357126.03,78355.04
"MCOU","XX","00169369619",169,3696,"19",2013,4,FALSE,"NOVOLOG MI",362238.745,17408,7325495.83,7298980.01,26515.82
"FFSU","XX","00169633910",169,6339,"10",2013,4,FALSE,"NOVOLOG FL",875561.34,50298,17967837.61,17392170.03,575667.58
"MCOU","XX","00169633910",169,6339,"10",2013,4,FALSE,"NOVOLOG FL",1098626.58,63839,22121109.37,21826127.64,294981.73
"FFSU","XX","00169706515",169,7065,"15",2013,4,FALSE,"GLUCAGEN",3851,3132,596153,582787.21,13365.79
"MCOU","XX","00169706515",169,7065,"15",2013,4,FALSE,"GLUCAGEN",1215,958,190714.21,187490.24,3223.97
"FFSU","XX","00169706521",169,7065,"21",2013,4,FALSE,"GLUCAGEN H",303,160,45908.41,45602.67,305.74
"MCOU","XX","00169706521",169,7065,"21",2013,4,FALSE,"GLUCAGEN H",146.5,83,21573.24,21076.42,496.82
"FFSU","XX","00169750111",169,7501,"11",2013,4,FALSE,"NOVOLOG 10",1019478.394,57796,16227078.97,15619691.34,607387.63
"MCOU","XX","00169750111",169,7501,"11",2013,4,FALSE,"NOVOLOG 10",1382915.577,76572,21449186.54,20671826.43,777360.11
"FFSU","XX","55390000401",55390,4,"01",2013,4,FALSE,"GLUCAGEN G",1253.399,1076,141210,133743.4,7466.6
"MCOU","XX","55390000401",55390,4,"01",2013,4,FALSE,"GLUCAGEN G",1300.984,535,167614.16,108294.81,59319.35
"FFSU","XX","55390000410",55390,4,"10",2013,4,FALSE,"GLUCAGEN G",185,158,21248.14,19758.98,1489.16
"MCOU","XX","55390000410",55390,4,"10",2013,4,FALSE,"GLUCAGEN G",275,134,30795.86,24821.16,5974.7
